"FID"	"Area_WHS"	"Area_SSSI"	"Area_SPA"	"Area_SAC"	"Area_RAMSA"	"Area_NR"	"Area_NNR"	"Area_MPAdi"	"Area_MCA"	"Area_LNR"	"Area_COUNE"	"Area_CNTRY"	"Area_BIOSP"	"Area_BIOGE"	"Count_WW"	"Count_Air"	"Count_Bus"	"Count_Hotel"	"Sum_Rating"	"Count_CarPark"	"Count_TourOp"	"Count_train"	"Mean_Wild"	"Dist_Motorway"	"Dist_A_road"	"Dist_B_road"	"Dist_min_road"	"Longitude"	"Latitude"	"Area_NP"	"Area_PA"	"Dist_road"	"Count_Inf"	"Dist_Coast"	"Mean_Nat"	"Dist_Air"	"Dist_Bus"	"Dist_CarPark"	"Dist_Hotel"	"Dist_TourOp"	"Dist_Train"	"Pop_dens"	"Pop"	"Dist_MCA"	"Dist_MPA"	"Area_SAC_L"	"Dist_MSAC"	"Records"	"Species"
235	0	0.105360641	0	39.76654517	0	0	0	0	0	0	0	0	0	0	11	0	20	21	13.7	0	0	0	42.98302922	0	0	0	0	-4.93359647	54.73328648	0	39.87190581	0	41	0	90.19289543	82383.78211	0	13367.81161	0	6048.277292	14834.24081	11.32868752	446.693573	14388.02263	26963.66134	0.092019557	117037.0028	58	49
236	0	0.002197868	0	39.75613529	0	0	0	0	0	0	0	0	96.08956506	0	105	0	1	14	8.5	0	0	0	92.30639607	0	6985.024354	13141.08943	0	-5.810409068	57.40645903	0	100	0	15	0	183.1212541	88113.06852	0	5228.740084	0	5127.070185	4829.865368	0.517103898	29.7912467	316.9699503	8873.09691	0.002197891	110.2720224	98	75
237	0	3.214373329	0	0	0	0	0	0	0	0	0	0	0	0	29	0	46	15	14.7	0	0	0	85.98801875	0	0	0	0	-3.754627237	56.19398057	0	3.214373329	0	57	2662.899973	178.8612937	29450.72749	0	3094.062784	0	17182.83406	3424.401169	75.81953033	7581.953033	67012.13186	63866.87827	0	33255.54271	297	69
238	0	0.091629065	0	0	0	0	0	0	0	0	0	0	0	0	27	0	5	9	0	0	0	0	65.4199	0	0	0	0	-4.071869924	56.09920402	0	0.091629065	0	14	695.024354	155.7379937	27140.78216	0	641.2294332	0	13546.49709	2596.283557	11.41372284	1141.372284	49441.95762	43794.54565	0	55575.0562	34	21
239	0	21.92231246	0	14.52849434	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106.169975	0	0	6782.056671	0	-4.577702661	56.44918081	52.28391756	70.92031318	0	3	21755.08304	208.323275	59887.15734	1160.066926	14668.58527	0	5217.426252	1439.628862	2.124515266	212.4515266	21716.86232	22531.93403	14.52849434	42726.48281	0	0
240	0	9.46000092	9.460001079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	91.17020625	0	1841.772239	8238.047965	0	-4.185085069	58.07411205	0	9.460000997	0	3	8477.27523	192.91665	54467.77474	2371.952668	17382.90856	0	24473.71155	4558.67012	4.921655121	492.1655121	45641.26645	27897.84035	0	16767.20982	0	0
241	0	1.032806096	0	0.816757427	0	0	0	0	0	0	0	0	0	0	3	0	16	5	0	0	0	0	64.1660125	0	0	0	0	-2.929583955	55.39425842	0	1.434382792	0	21	39725.58089	144.0162625	61151.62868	0	3812.76641	0	11201.70429	19365.83106	5.085439148	508.5439148	64555.07736	95223.72062	0.816757427	71638.54085	0	0
242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	42	16	3.8	1	1	0	39.7356875	0	0	0	0	-2.482599603	57.55300988	0	0	0	60	6010.78609	84.4767875	35960.34486	0	0	0	0	14487.49339	44.29446442	4429.446442	157765.4238	8209.719895	0	51209.16931	0	0
243	0	2.698781154	12.87004688	73.19928379	0	0	0.188631578	72.8759915	10.60717343	0	0	0	0	0	7	0	3	3	0	0	1	0	89.58922226	0	2611.975646	0	0	-5.676531016	56.06180759	0	88.77831763	0	7	0	184.5460003	47631.38047	0	3754.966242	0	0	34700.20038	3.567226288	95.60547829	0	0	1.766722593	0	5	4
244	0	6.678582316	48.79725107	5.091773458	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	97.55085056	0	0	4541.024354	1816.249954	-5.256391673	56.79279014	0	51.10816019	0	1	0	186.378109	98296.46894	548.0630797	3564.27084	0	7278.071469	1760.837736	1.528458908	138.2909393	13783.60455	14419.14974	5.091773458	25665.93985	51	51
245	0	0	0	88.71098805	0	0	0	98.0670384	0	0	0	0	0	0	6	0	1	0	0	0	0	0	69.20380048	0	0	2613.219668	0	-6.076043119	58.29749973	0	98.56691304	0	2	0	191.1189343	10784.3389	0	13731.78555	2064.406733	47141.77845	92781.024	0	0	33194.09239	46.50227732	0	0	52	50
246	0	9.61708582	7.480334434	0	0	0	0	49.31163993	0	0	0	0	0	0	74	0	21	32	8.4	0	0	0	70.44233541	0	0	5684.554661	0	-5.144542916	55.44723494	0	57.68151166	0	53	0	135.3892345	28998.24548	0	23068.16486	0	11327.10387	22223.5511	8.048177082	408.9793472	25063.58703	0	0	41924.07824	396	132
247	0	1.091464469	0	0	0	0	0	12.99327841	0	0	0	0	0	0	43	0	97	38	17.2	1	0	0	37.53685899	0	0	0	0	-2.483791468	57.64282999	0	14.08474288	0	136	0	80.95787557	45525.96172	0	0	0	6028.830139	21181.67458	25.93604777	2106.914276	151944.2065	29.83843641	0	48233.34371	24	22
248	0	0.004822843	1.28590051	91.93715049	0	0	0	0.748544837	0.148101306	0	0	0	0	0	2	0	0	0	0	0	0	0	88.50638339	0	0	4646.702428	0	-5.819033417	55.87763213	0	93.22787384	0	0	0	226.5216925	26934.36636	562.8833645	25780.90073	786.548041	13305.5349	53141.99302	0	0	0	0	0	0	0	0
249	0	0.272362181	24.84364672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.8883495	27680.58453	43558.13026	32205.51214	27680.58453	-7.619181133	58.32873658	0	24.84364672	27680.58453	0	0	256	70880.8538	29036.40408	68333.89808	28750.64369	35081.04773	153490.5	0	0	33137.03488	53970.51141	0	44869.76542	0	0
250	0	21.49382277	4.281058138	13.47227057	0	0	15.41422479	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	96.75745625	0	0	15395.97565	597.975646	-4.608555454	56.89790106	0	21.71143498	0	2	22780.9526	188.4003312	72590.95679	0	16233.27944	591.877866	12476.1654	707.8974305	1.885884933	188.5884933	39331.41025	47800.38344	13.47227057	54858.21217	8	7
251	0	0.254563038	0	0.254563142	0	0	0	0	0	0	0	0	100	0	0	0	22	14	4.3	0	0	0	56.401325	0	0	0	0	-3.867948288	55.20377639	0	100	0	36	15054.07749	123.2491688	49319.84627	0	12251.01356	0	19117.07925	13610.91459	8.57013092	857.013092	71539.62046	70050.58107	0.254563142	124331.2463	26	22
252	0	0.168637828	0	0	0	0	0	0	0	0.490056359	0	9.375969704	0	0	357	0	1226	64	89.9	41	1	21	24.51088413	0	0	0	0	-4.376519934	55.8240868	0	9.614855781	0	1343	0	61.06014253	131.8824132	0	0	0	0	0	1528.79655	151926.2889	27289.28965	35785.83626	0	76486.6744	153	60
253	0	0.110695359	0.110538317	5.134923975	0.108815036	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	47.46046875	0	43739.64792	2166.055723	0	-2.332022828	59.34975119	0	5.163064067	0	1	0	132.7830572	756.2705092	42817.90879	47703.20592	0	26157.13574	101973.1636	5.268105187	20.76588821	104217.2242	9692.160265	0	4379.331478	99	98
254	0	6.323839731	5.121053949	1.401981273	5.120304376	0	0	80.76552868	0	0	0	0	0	0	11	0	6	6	0	0	0	0	60.55333656	0	33133.48626	0	0	-6.86494838	56.56039116	0	87.12064477	0	12	0	153.2619278	1746.607798	0	8935.902683	0	10504.83401	67317.01019	6.712119216	104.7400169	31469.35546	0	1.248898846	10674.49489	8	8
255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	1	0	0	0	0	100.9208812	0	4895.873572	1622.116537	0	-4.136999697	57.26628501	0	0	0	4	18044.78609	217.7127875	25573.40594	0	12115.88645	0	14060.92244	13671.7401	2.043721848	204.3721848	70689.38365	71532.40565	0	25180.512	552	100
256	0	0	0	99.5269595	0	0	0	36.65051878	0	0	0	0	0	0	3	0	0	0	0	0	0	0	153.3139241	2922.056264	5159.190531	9948.19641	2922.056264	-6.337058889	56.22027867	0	99.52695951	2922.056264	0	0	232.744898	38301.85214	5598.021665	2974.279427	3836.55089	20970.66581	51341.51607	0	0	3615.712686	0	0	0	0	0
257	0	0.252011408	0	0	0	0	0	0	0	0.170823815	0	1.365655413	0	0	110	0	367	25	36	5	1	4	37.1117375	0	0	0	0	-4.211937934	55.73728457	0	1.75619681	0	402	5642.786089	88.94216875	13218.73961	0	0	0	0	0	501.0310425	50103.10425	37289.28965	46810.74233	0	86420.91315	83	58
258	0	1.153953762	0.936170975	98.98285561	0	0	0	23.28654791	49.75263539	0	0	0	0	0	0	0	0	0	0	0	0	0	174.8060567	5119.120255	10786.11568	8075.526901	5119.120255	-5.854697559	56.2362048	0	100	5119.120255	0	0	169.196129	59271.222	9016.373941	11805.0595	5422.702019	8007.880258	23695.40908	0	0	0	0	0	0	0	0
259	0	12.22380117	0	23.59328016	0	0	8.447208674	0	0	0	0	0	0	0	4	0	15	8	3.9	0	0	0	84.8857625	0	0	3025.211149	0	-4.096341911	56.54811211	0	28.71843656	0	23	35550.53617	197.4856313	61124.66243	0	5394.109871	0	5530.686091	21067.37643	3.361578522	336.1578522	52462.58749	53249.36414	23.59328016	53371.2225	8	4
260	0	0.491642275	0	0	0	0	0	0	0	0	0	0.063860532	0	0	13	0	88	4	4.1	2	0	0	54.232025	0	0	0	0	-4.37105925	55.73431495	0	0.555502807	0	94	7376.31199	137.8197813	9263.113769	0	0	0	1679.766973	540.5721638	166.2901019	16629.01019	27289.28965	37249.48169	0	76437.1482	1	1
261	0	1.243340069	0	1.413163962	0	0	0	0	0	0	0	0	56.56170641	0	1	0	2	0	0	0	0	0	123.9586563	0	0	18107.65264	0	-5.024038456	57.96706858	0	56.60498111	0	2	3784.340611	208.9891938	67803.70257	0	16413.73323	1080.38827	4248.71922	31511.85683	1.186166096	118.6166096	40099.96609	3836.95276	1.413163962	27893.46402	4	3
262	0	2.826885826	0	0	0	0	0	0	0	0.256709126	0	4.398420325	0	0	200	0	383	37	28.1	1	0	3	33.94508262	0	0	0	0	-4.683047338	55.63800732	0	7.482015276	0	425	0	86.99731287	9537.481169	0	0	0	11594.78847	0	644.8338219	55006.86554	10799.00291	16498.00573	0	58163.21766	5861	336
263	0	1.836812988	0.869426664	29.9825958	0	0	0	28.15048664	0	0	0	0	0	0	38	0	7	17	7.9	0	1	0	87.6472214	0	0	0	0	-5.881985054	56.50511105	0	30.12171083	0	26	0	171.0502109	55860.73677	0	17500.0117	0	0	20672.39615	1.756977422	123.3398991	7728.67809	0	1.83210916	1756.303007	118	72
264	0	56.04610756	56.04611114	56.18712404	56.05293853	0	8.830245455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94.4468	0	5796.976078	7521.732321	0	-3.689499932	58.3511492	0	60.05303824	0	1	12376.76134	214.9984188	30689.63868	8128.298146	22658.01403	9155.449554	7139.335133	0	2.979594574	297.9594574	50105.81765	12241.92601	56.18712404	26474.75554	0	0
265	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	2	0	0	0	0	122.0689266	0	0	20913.29616	0	-5.452871629	57.14709337	0	100	0	2	0	203.9107059	88636.45019	2361.913406	9745.041566	0	14671.13247	14541.11256	1.373867916	132.0738792	2163.53109	2647.78609	0	7788.469821	5	5
266	0	2.637671509	2.006982765	0	2.037766274	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	70.70661779	0	0	696.4421172	0	-5.626122977	55.52381356	0	2.679646416	0	8	0	130.4447543	4451.497517	0	6132.300439	0	6550.813358	46208.3221	9.852932269	982.8295045	35563.56109	6339.368354	0	20415.97974	0	0
267	0	2.529573347	0	0	0	0	0	1.377185621	0	0	0	0	0	0	1	0	0	2	0	1	0	0	86.5936481	0	6883.584698	1794.024354	0	-5.767034588	55.33970968	0	3.906758968	0	3	0	170.2591077	5569.699511	2638.024982	0	0	4043.047207	53438.46175	5.796989675	401.4802151	49344.16196	0	0	37382.15886	995	136
268	0	0.975726774	0.591508073	0	0.607534558	0	0	0	0	0	0	0	0	0	144	0	156	45	43.4	3	0	1	42.1156875	0	0	0	0	-3.32116023	57.63685306	0	0.979566048	0	206	745.7860896	97.42031875	39057.89993	0	0	0	8722.388925	0	231.4674113	23146.74113	115881.8128	14231.73273	0	9509.624944	78	53
269	0	1.147602787	44.31317933	52.43169311	0	0	0	12.69681903	0.4611578	0	0	0	0	0	19	0	0	3	0	0	0	0	110.3992257	0	2659.78609	3106.418893	0	-5.863741495	56.32584253	0	97.03613776	0	3	0	189.0269978	58767.40797	3118.158559	18657.34794	0	3148.949563	19859.76301	1.505184153	69.3816452	3394.292646	0	0	562.5290004	4	4
270	0	7.119246837	0	6.786831827	0	0	0	0	0	0	0	0	0	0	10	0	7	24	21.6	1	1	0	72.00641875	0	0	0	0	-3.308267025	57.27764701	90.40221768	90.81780401	0	33	36357.76235	167.4843313	46456.88619	0	0	0	0	16044.98953	2.859985657	285.9985657	120689.3836	42516.7648	6.786831827	45120.87279	91	48
271	0	23.49167688	0	16.73298738	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	116.266125	0	4358.975646	6478.975646	0	-4.583802271	56.53892766	0	23.51798004	0	0	23299.6786	219.0882063	69884.43293	6454.984134	14605.89013	79.3589092	9297.65772	6118.129822	3.131293678	313.1293678	24329.51965	29838.12649	16.73298738	40777.87339	0	0
272	0	0.857721921	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	1	0	0	0	0	37.5303875	0	0	0	0	-1.981353174	57.46410705	0	0.857721921	0	19	2623.245925	82.1907625	25340.81256	0	3958.623559	0	4887.540866	23761.56755	33.91967712	3391.967712	163827.6947	7571.260586	0	82776.70743	0	0
273	0	4.816121901	0	4.909926825	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	123.6408625	1357.78609	4938.466168	5107.754962	1357.78609	-4.131812782	57.176519	4.215029558	9.12495546	1357.78609	0	28044.78609	246.9193063	35565.52639	1315.725271	14023.11005	1288.939206	7050.484229	6138.810495	2.733321571	273.3321571	70815.75414	71651.39231	4.909926825	35162.53991	0	0
274	0	11.39521079	0	0	0	0	0	0	0	0	0	0	80.05853716	0	4	0	14	1	0	0	0	0	72.15233125	0	0	0	0	-3.714765189	55.29589802	0	91.06855949	0	15	20534.58157	157.5966438	53142.94724	0	7438.42332	0	22974.57113	6904.221246	12.31130974	1231.130974	82647.33424	76779.37693	0	117526.7769	6	6
275	0	16.73465173	12.30998522	22.05383106	12.34919105	0	0.738176211	0	0	8.419126467	0	0	0	0	337	0	42	63	68.6	2	0	0	42.48035889	0	0	0	0	-2.791598184	56.38358678	0	26.61353886	0	112	0	111.8033359	9722.670186	0	0	0	11808.93382	1309.705402	106.5496416	3500.094543	52525.57328	44037.91483	0	0	1821	243
276	0	0	4.812814506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	181	1054.809634	3792.045069	1990.21391	1054.809634	-1.060893396	60.78361037	0	4.812814506	1054.809634	0	0	256	84679.45509	2432.541804	56167.5215	5670.666942	14057.62251	274138.0876	0	0	33709.74886	7927.239574	0	30707.44854	0	0
277	0	8.89974404	8.137682859	0.033148277	0.032483873	0	0	0	0	0	0	0	0	0	5	0	13	1	0	0	0	0	86.51971789	0	0	3643.024354	0	-1.249102465	60.60515004	0	8.899884301	0	15	0	193.6067394	62681.23044	0	35083.18669	0	11850.2545	251808.9558	0	0	11596.56881	3651.324354	0.033148277	9570.196242	2723	115
278	0	9.243003471	9.243003533	0	0	0	10.5214842	0	0	0	0	0	53.91860584	0	5	0	2	2	3.6	0	0	0	115.5296125	0	0	17744.72445	2679.024354	-5.122854664	57.15575283	0	64.45442661	0	4	11135.97565	212.4739375	70771.05265	0	7809.663721	0	16210.46416	25792.99381	2.849960918	284.9960918	11495.43372	12231.08964	0	19494.12145	18	9
279	0	7.919819019	0.039342447	4.870457068	0	0	0	0	0	0	0	0	0	0	33	0	10	5	4.7	0	0	0	101.3259585	0	0	0	0	-5.046929704	58.23614039	0	7.919819312	0	15	0	195.2474145	70335.95702	0	8604.826483	0	6388.238377	39183.98752	0.333204334	28.58358288	10099.96609	20545.61743	4.810453245	15145.27016	141	44
280	0	0.311689648	0	0.523654002	0	0	0	0	0	0	0	0	0	0	18	0	8	8	8.3	1	0	0	72.42025	0	0	0	0	-3.092389879	55.57263132	0	0.575306239	0	17	36258.78609	156.6151312	39006.12266	0	0	0	1991.275985	12408.52123	14.89437759	1489.437759	56555.71098	85724.86301	0.523654002	67532.5207	0	0
281	0	0.654726526	25.75519579	0.654726199	0	0	0	0	0	0	0	0	0	0	24	0	11	7	8.1	0	0	0	40.49944537	0	0	2084.975646	0	-1.814728995	57.37412536	0	25.77316467	0	18	0	81.62493062	22954.92489	0	5855.035125	0	2805.736216	22457.46917	0	0	159376.324	11960.21941	0.349501613	95899.4992	42	40
282	0	57.46517467	56.40154858	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	82.928825	0	0	1458.441224	0	-2.925389643	55.2145699	0	57.4652458	0	4	19888.51982	186.370675	80217.2494	0	1606.947135	1876.735617	24447.39394	19114.5735	5.830067291	583.0067291	81049.73731	109010.972	0	83492.881	102	51
283	0	0	0	47.18256608	0	0	0	0	0	0	0	0	0	0	95	0	8	20	34.2	0	1	1	91.91223863	0	0	0	0	-5.773561311	57.04793276	0	47.18256608	0	30	0	173.3075818	83757.67467	0	17182.58479	0	0.640947305	0	1.34211776	55.09555626	20304.98798	9885.572067	0	171.827692	219	129
284	0	0.288668918	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	192.6141516	2765.024354	12652.27243	2765.024354	4833.024354	-7.226511038	57.98541646	0	0.288668918	2765.024354	0	0	213.8733945	51132.08659	3603.033464	31232.80939	3589.71775	13798.07219	110871.5689	0	0	19065.54602	43759.04488	0	31570.43062	0	0
285	0	0.209504318	0	0	0	0	0	0	0	0	0	0	0	0	8	0	39	7	0	1	0	0	36.5191125	0	0	0	0	-2.310180348	56.92474798	0	0.209504318	0	45	549.9869117	75.8728	26088.0099	0	0	0	1684.494708	182.2719153	17.50074951	1750.074951	103536.2539	21643.48212	0	53893.6138	14	6
286	0	0.106519326	0	0	0	0	0	0	0	0	0	0	55.22550015	0	190	0	51	51	13.1	0	0	0	44.61196323	0	0	0	0	-4.006940087	54.8420531	0	55.32820129	0	102	0	94.6801435	75668.61819	0	5120.76499	0	3875.708935	29284.12356	18.75939536	1735.765274	58075.41112	69925.69686	0	140900.2431	26	16
287	0	3.879070248	0	19.90744827	0	0	0	3.400546118	27.50870174	0	0	0	100	0	60	0	22	50	40.9	1	1	3	87.05787819	0	0	12459.6736	0	-5.635431462	57.32173515	0	100	0	81	0	187.7373044	92512.40108	0	0	0	0	0	2.726799768	187.7029696	0	0	3.108425147	2652.942098	4075	169
288	0	0.607868402	0.308983312	35.6838757	0.328689389	0	0	0	0	0	0	0	0	0	142	0	39	24	16.2	1	0	0	42.58947976	0	0	0	0	-3.324432335	57.72665153	0	36.29121119	0	64	0	103.4533917	41407.8733	0	0	0	8799.932012	4340.519914	44.747809	1849.954651	113048.7492	14047.71144	0	0	188	118
289	0	1.662996892	0	0	0	0	0	0	0	0	0	0.868071274	0	0	50	0	49	13	12.9	1	0	0	38.5019875	0	0	0	0	-1.981308581	57.5539321	0	2.531068166	0	63	3577.648351	89.226425	34951.73199	0	0	0	14887.54087	30974.16337	36.16568512	3616.568512	173811.0981	4510.398584	0	79724.85961	0	0
290	0	0.317562201	6.928372786	0.22928166	0	0	0	14.37435917	0	0	0	0	0	0	12	0	46	14	13.1	0	1	0	39.11418967	0	0	820.975646	0	-3.008516768	58.44815892	0	14.59440443	0	76	0	83.32504078	0	0	26960.20425	0	0	217.8640542	344.6673644	4271.988037	86335.84527	0	0.164046238	52514.34509	96	64
291	0	10.68137563	0	0.307574497	0	0	0	0	0	0	0	0	0	0	1	0	13	4	4.5	0	0	0	64.19579375	0	0	0	0	-3.726486543	55.56533866	0	10.68137573	0	17	35819.4741	153.5412438	41871.25007	0	958.1609898	0	4870.400088	7109.625434	9.489614716	948.9614716	70044.86695	73583.30065	0.307574497	91488.51473	2	2
292	0	2.308275598	37.27674697	0.047330925	0	0	0	0	0	0	0	0	0	0	13	0	9	24	9.3	0	0	0	92.33521199	0	0	0	0	-6.297829743	57.30081132	0	37.69606151	0	33	0	205.7734341	60796.98077	0	695.1814173	0	4310.6863	30029.0535	3.933445508	376.6000328	25953.05935	5057.456685	0.047330925	7621.465386	41	35
293	0	31.47991469	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2	0	0	0	0	0	115.3509375	0	0	20495.97565	0	-5.176930288	57.78357773	0	100	0	2	532.5809975	207.0995313	65902.17324	0	27319.82518	535.8591842	7399.908139	17940.69307	2.483008041	248.3008041	25986.51095	521.1315082	0	24466.37157	1	1
294	0	0.233880372	0	8.27793519	0	0	0	7.112290849	0	0	0	0	0	0	52	0	5	24	4.5	0	1	0	81.75869753	0	4007.024354	0	0	-6.2160096	56.58413776	0	8.967524902	0	30	0	167.8568235	35903.2461	0	21064.09732	0	0	36290.83232	2.052494239	179.6384563	8450.700443	79.68861252	0.042175328	3898.169669	388	202
295	0	5.805112668	85.10364278	5.803227325	0	0	0	0	8.046013402	0	0	0	0	0	10	0	0	0	0	0	0	0	121.9789137	0	6872.504391	6013.612804	0	-5.070944828	56.52783479	0	94.05973978	0	0	0	204.0566558	76644.85759	6027.918148	10034.89551	4677.409917	11934.28213	7927.712126	5.157430069	474.1395645	0	5656.475646	5.672981585	11109.25506	7	6
296	0	24.24988223	21.63610435	0	0	0	0	0	0	0.311605659	0	0	0	0	62	0	182	29	23.6	1	0	4	64.99818208	0	0	0	0	-4.861377056	55.90364519	0	24.56148947	0	212	0	162.7726532	19531.33994	0	0	0	12820.68123	0	128.4275151	8493.433105	6509.302419	16028.03182	0	46681.70538	26	24
297	0	2.338616706	1.24153527	0.33911558	1.241001854	0	0	0	0	0	0	0	0	0	30	0	66	36	17.1	0	0	1	46.78768125	0	0	0	0	-3.758740241	56.28378058	0	2.346523072	0	102	12289.54168	106.7007	37678.94165	0	10196.06434	0	17365.0137	0	14.59302246	1459.302246	66729.11665	65113.38893	0.33911558	29374.891	13	11
298	0	0	0	0	0	0	0	0	0	0	0	0	96.34565639	0	0	0	2	0	0	0	0	0	130.2131125	0	0	29730.8649	0	-5.311994372	57.42056712	0	96.34565639	0	2	2472.975646	205.3564813	71412.59252	0	2779.799571	211.0762056	16081.36878	1900.592984	0.98674119	98.674119	2733.402646	8278.564067	0	15291.11817	0	0
299	0	53.82833017	51.29032243	51.64382489	51.37248907	0	0	0	10.9819502	0	0	0	0	0	2	0	1	0	0	0	0	0	104.1206594	0	0	14903.02435	0	-4.555978899	58.51647625	0	64.91383089	0	1	0	227.1511015	80183.62369	0	50952.20461	1755.337014	35732.10368	35753.66861	1.045402448	93.10988903	0	62096.10915	51.64382489	30142.14788	2	2
300	0	20.72699979	0	0.632128244	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	86.4788375	0	0	5113.072225	0	-3.406266282	55.47956961	0	20.82746939	0	2	41558.5985	182.592075	47382.13527	7645.934162	5710.531577	0	16819.7625	17726.18413	5.567861633	556.7861633	78637.09875	93615.33001	0.632128244	89675.51821	0	0
301	0	0.104938433	0.797525051	0.975864166	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	0	0	0	53.02862489	0	17205.67966	0	0	-2.680091838	59.16879119	0	1.878327651	0	4	0	124.1795941	0	16277.6684	19545.95749	0	19340.98337	73866.25264	11.51563587	218.3907051	121031.0803	8723.975646	0	5613.398074	4	3
302	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	131.4766813	0	4395.067316	32237.28419	0	-5.303910968	57.33089055	0	100	0	0	1004.975646	202.4070187	72874.31609	4385.036858	8305.834706	1432.412667	15808.08933	4597.100561	1.916706142	191.6706142	2198.950646	4822.975646	0	9981.698842	0	0
303	0	0.566651534	3.930239067	84.44937956	0	0	0	5.756398084	0	0	0	0	0	0	47	0	6	10	0	0	1	0	91.41938793	0	7848.379706	0	0	-6.112299239	57.12717643	0	86.71142671	0	17	0	186.1266527	76749.45688	0	10051.22424	0	0	14781.30717	4.931759566	71.81346321	23000.10594	3256.078227	0	0	131	73
304	0	4.356962931	34.89074368	3.748681692	0	0	0.279507482	0	0	0	0	0	0	0	3	0	4	10	4.4	0	0	0	98.83227296	0	0	3391.490257	0	-5.240916791	56.61340758	0	38.62993461	0	14	0	179.4160284	89900.33226	0	10872.43167	0	2878.075729	13360.98813	4.650861172	448.0552635	541.9639104	1539.71391	3.748681692	6681.774814	141	88
305	0	34.83873047	34.54883105	0.624820287	0	0	0	0	0	0	0	0	0	0	2	0	6	9	4.4	0	0	0	66.27769375	0	0	1881.78609	0	-3.449439309	56.64719031	0	35.45780375	0	15	19950.21391	160.4926813	26883.53852	0	5160.498772	0	3606.635023	5784.982516	22.68358665	2268.358665	93099.98064	81061.53185	0.624820287	31178.78456	55	53
306	0	6.690658808	16.14004961	5.107594862	0	0	0	0	0	0	0	0	100	0	4	0	5	0	0	0	0	2	92.17469375	0	0	27990.26431	0	-4.994152183	57.60828273	0	100	0	7	18292.78609	188.127575	51390.39196	0	14289.32208	355.6116672	24886.23463	0	0.991108456	99.11084557	26327.50328	19567.50109	5.107594862	38535.87426	6	6
307	0	0	0	94.61389118	0	0	0	96.82203125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.3889968	3893.133369	9194.975646	4771.226411	3893.133369	-7.123955257	57.26991213	0	97.03292512	3893.133369	0	0	214.9672609	20872.12223	4582.834127	34382.87564	8159.499794	23390.449	77192.45673	13.05033226	25.87462616	5211.019139	15.2236579	0	0	0	0
308	0	9.021717133	37.8885236	10.55388494	10.54266733	0	0	0	0	0	0	0	0	0	2	0	3	7	4.3	1	0	0	67.83288979	0	0	0	0	-4.168769147	57.80485104	0	41.20931739	0	11	0	159.8891184	24483.897	0	0	0	2453.1713	1961.850441	19.38322263	1749.871231	72394.07943	41456.68053	0.860939953	5323.782992	194	65
309	0	0.476653169	0	0	0	0	0	0	0	0.715061926	0	0	0	0	398	1	690	101	116.3	23	1	1	30.18032627	0	0	0	0	-2.146964363	57.19453939	0	1.075942965	0	828	0	67.69167047	0	0	0	0	0	0	415.3968438	39817.05664	133536.4246	36361.53133	0	85331.16392	1239	248
310	0	1.878304545	78.21183221	1.545085885	0	0	0	0	0	0	0	0	0	0	1	0	5	3	4	0	0	1	126.2563669	0	0	9810.431166	0	-5.59175372	56.8734787	0	78.25993278	0	9	0	198.7253971	82235.62787	0	4508.078288	0	3873.072253	0	2.600666316	259.8355942	13227.55574	13297.15747	1.545085885	7125.003247	0	0
311	0	35.14184379	0	34.14628218	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	90.75949375	0	2018.840717	0	0	-3.980960125	57.44854093	0	35.14184478	0	6	3835.13413	202.8987687	5545.378792	0	2291.924122	0	7626.450932	9438.914553	12.24020027	1224.020027	82216.23868	57854.2074	34.14628218	11941.04896	1	1
312	0	5.713389848	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	6	0	0	0	0	52.2804	0	0	0	0	-2.622358646	55.93532493	0	5.713389848	0	12	1861.87779	115.3899687	41137.93371	0	2068.925918	0	9114.915521	2697.127301	43.69993622	4369.993622	14982.02435	36881.96135	0	24782.36158	89	33
